Filename Group AtomID Type Fx_Truth Fy_Truth Fz_Truth Fx_Pred Fy_Pred Fz_Pred Testing_Bool
A15_6.json Displaced_A15 46 1 0.225407 0.210336 0.49958 0.4548657333900547 0.1667447919066032 0.751865288128791 False
A15_6.json Displaced_A15 47 1 0.296301 -0.597326 -1.321812 0.70258545868556 -0.8846338252248995 -0.8603786933656912 False
A15_6.json Displaced_A15 48 1 -0.274024 0.193096 0.130562 -0.20321078360691863 0.3546913958663688 -0.026421883916821647 False
A15_6.json Displaced_A15 49 1 -1.153238 -0.394578 0.405264 -1.40886753449172 -0.6624826891152006 0.5265397213363217 False
A15_6.json Displaced_A15 50 1 -0.445287 -0.699603 -0.114074 -0.4197448251638007 -1.068114647850353 -0.3383095362540146 False
A15_6.json Displaced_A15 51 1 -1.117986 -0.159911 -0.252436 -0.3179718083198847 -0.23056797425718992 -0.4791850030443907 False
A15_6.json Displaced_A15 52 1 1.483723 -0.15328 0.336593 0.7151692246910719 -0.08531394881978595 0.8553572559635965 False
A15_6.json Displaced_A15 53 1 0.381189 -0.437364 0.391497 0.4686936781541813 -0.17173630629235745 0.5973716106645899 False
A15_6.json Displaced_A15 54 1 -0.069632 0.550601 0.135542 -0.4139782727086374 0.20120643221243156 0.035488291779630976 False
A15_6.json Displaced_A15 55 1 0.497368 0.356473 1.817883 0.8737748006863708 0.6562697414212486 1.2243686950653312 False
A15_6.json Displaced_A15 56 1 -0.09738 0.356697 -2.092389 -0.09913934927354323 0.4421287715731135 -0.7781577051543215 False
A15_6.json Displaced_A15 57 1 -1.082933 0.58337 0.189313 -1.1107154986042274 1.026456315644305 0.4078678441061959 False
A15_6.json Displaced_A15 58 1 -0.334998 -0.148464 -0.752988 -0.41362220403798855 -0.1344401207780073 -0.9264631056601509 False
A15_6.json Displaced_A15 59 1 0.250508 -0.279802 0.963668 0.5321459851270742 -0.33890138450541046 1.2545472973243066 False
A15_6.json Displaced_A15 60 1 -0.269342 -0.065478 0.796032 -0.37960979876393997 -0.13806324576913614 1.0540430476663363 False
A15_6.json Displaced_A15 61 1 -0.160453 -0.945482 -0.543903 -0.44402611171914286 -0.6003775198016272 -0.9561561020594119 False
A15_6.json Displaced_A15 62 1 0.540075 0.33829 0.275545 0.5773052417942758 -0.1633100430057472 0.557607748036798 False
A15_6.json Displaced_A15 63 1 0.852005 0.19428 0.109663 1.0515807041191465 0.2159920960145624 0.16803646342369455 False
A15_6.json Displaced_A15 64 1 -0.365475 0.483588 -0.393695 -0.40560371795206773 0.5362190710275543 -0.11514180859335543 False
A15_1.json Displaced_A15 1 1 -0.231571 0.031614 -0.560153 -0.16736361024106303 0.12339733963405441 -0.7493163802462675 False
A15_1.json Displaced_A15 2 1 -0.779697 -0.12909 0.784258 -1.081390060779582 -0.19334231212647443 1.1202528702686676 False
A15_1.json Displaced_A15 3 1 0.744629 0.548126 -0.214124 0.16617289098031857 0.5552513611814969 -0.49928419729283846 False
A15_1.json Displaced_A15 4 1 -0.165396 0.001128 0.026529 0.03865518840379058 -0.036224901763805786 0.2545061887076536 False
A15_1.json Displaced_A15 5 1 0.072305 -0.873594 -0.208971 -0.1736275373916618 -0.7298819801471016 -0.44617377757975446 False
A15_1.json Displaced_A15 6 1 0.527021 -1.331302 0.031311 0.5159545675918178 -0.873040703861411 -0.12101561402012112 False
A15_1.json Displaced_A15 7 1 0.350354 0.537482 0.600499 0.5045501548059934 0.640470744476925 0.27897789063411316 False
A15_1.json Displaced_A15 8 1 -0.372039 0.361715 0.809071 -0.5233742596880095 0.5164129063660797 0.7331426177310751 False
A15_1.json Displaced_A15 9 1 -0.106989 -0.635521 -0.720814 -0.1426566564882353 -0.9781279809928021 -0.7224610265661215 False
A15_1.json Displaced_A15 10 1 -0.739467 0.359337 0.641206 -1.1196930491304182 0.3406446573311924 0.8537449267955176 False
A15_1.json Displaced_A15 11 1 0.678906 -0.310297 -0.697991 0.4839729398180717 -0.6066479866596723 -0.6862169651976173 False
A15_1.json Displaced_A15 12 1 -1.01243 0.693756 -0.108245 -0.36575857695713976 1.0587638471845513 0.05485083631223743 False
A15_1.json Displaced_A15 13 1 -0.13929 -0.071214 0.685498 -0.295415218236293 -0.4454444704870127 0.9143460754029955 False
A15_1.json Displaced_A15 14 1 0.361124 -1.418968 0.248615 0.3184690982697469 -0.6188340879086041 0.6495689911789 False
A15_1.json Displaced_A15 15 1 -0.226745 0.137547 0.385956 -0.6239443892796229 0.30958585231100966 -0.028944924800678423 False
A15_1.json Displaced_A15 16 1 -0.097537 0.228845 -1.559747 -0.038022185418778776 0.1808540110946416 -0.861303792529154 False
A15_1.json Displaced_A15 17 1 -0.241278 -0.869238 -0.792618 -0.18404581459753844 -0.9845565750564026 -0.9207146839992175 False
A15_1.json Displaced_A15 18 1 0.744667 -0.548988 -0.270704 1.0342490490455565 -0.6066129392049143 -0.4971691698133271 False
A15_1.json Displaced_A15 19 1 0.281468 0.07337 -0.236417 0.5251103538925758 0.20972034607946652 -0.38520052934336446 False
A15_1.json Displaced_A15 20 1 0.995063 -0.220303 0.353326 0.8278164331884121 -0.38685277900369086 0.40999986159561297 False
A15_1.json Displaced_A15 21 1 0.147364 1.01708 0.40752 0.4582698527398082 0.06885218291349116 0.6514353108910496 False
A15_1.json Displaced_A15 22 1 -0.140904 0.492732 0.101556 0.13109675285796368 0.25267685227666775 0.25867382138820144 False
A15_1.json Displaced_A15 23 1 -0.364702 0.402682 -0.011419 -0.37721457337353786 0.65766211464012 0.4343985958005826 False
A15_1.json Displaced_A15 24 1 -0.227023 -0.472196 0.151009 -0.11440742539141985 -0.5953831693671012 0.40342590172712817 False
A15_1.json Displaced_A15 25 1 1.288203 0.545609 0.251638 1.3835484786952867 0.610518406296957 0.43645382971278746 False
A15_1.json Displaced_A15 26 1 0.261788 -1.092199 -0.8427 0.31429757483642373 -1.4246727733455242 -0.967483233706165 False
A15_1.json Displaced_A15 27 1 1.180704 0.409883 0.0645 1.074054877690397 0.6182567778546876 0.006886639020322794 False
A15_1.json Displaced_A15 28 1 -0.757243 0.334145 0.121851 -0.42908866975864424 0.7431583398898967 0.2978592126718983 False
A15_1.json Displaced_A15 29 1 0.326733 -1.91194 -0.281886 0.7847778872424611 -0.8859828663805858 -0.6559208368694718 False
A15_1.json Displaced_A15 30 1 -0.442991 1.619821 -0.172523 -0.5724058529500828 0.4397304133400793 -0.2908445459577117 False
A15_1.json Displaced_A15 31 1 -0.427598 0.249852 0.029935 -0.7301118013626449 0.49778113675519226 -0.01353902346933417 False
A15_1.json Displaced_A15 32 1 -0.030321 0.09604 -1.176661 -0.2538670031219139 0.23453367006036296 -0.7925696488245288 False
A15_1.json Displaced_A15 33 1 0.567659 0.751713 1.05061 0.7787654619991871 0.841105862160704 1.0455805249095074 False
A15_1.json Displaced_A15 34 1 -0.276611 0.573618 -0.487148 -0.2714055805353666 0.7498770631047855 -0.5899745767593984 False
A15_1.json Displaced_A15 35 1 -1.67251 0.193902 0.064344 -0.9437266674816793 0.5494519322606516 -0.02150405760452713 False
A15_1.json Displaced_A15 36 1 0.769306 -0.25307 0.030428 0.07768090987962745 -0.5613809137410093 -0.01941948722030219 False
A15_1.json Displaced_A15 37 1 -0.356132 1.879818 -0.275818 -0.6405475742919898 0.6848119219553557 -0.5087108828358435 False
A15_1.json Displaced_A15 38 1 0.313957 -1.184708 0.134729 0.7388790435322927 -0.912550582426488 0.1415740398447347 False
A15_1.json Displaced_A15 39 1 -0.27093 -0.232294 -1.254009 -0.26699580558409874 -0.36346637667382925 -1.0843197071301525 False
A15_1.json Displaced_A15 40 1 -0.441572 -0.509412 0.402878 -0.40197919090470247 -0.7205445538263713 0.033799680526319535 False
A15_1.json Displaced_A15 41 1 0.165589 0.546578 -0.181307 0.10677410120956074 0.9269364440476893 -0.020524538095206338 False
A15_1.json Displaced_A15 42 1 0.864444 0.720171 0.90474 0.9080834132868685 1.1044636194172281 1.0913058559502606 False
A15_1.json Displaced_A15 43 1 -0.298459 -0.117041 -0.655843 -0.09522918215911975 -0.3078968643176809 -0.7638417484908449 False
A15_1.json Displaced_A15 44 1 0.646321 0.352518 0.003302 0.7339417012592455 0.5926033353416471 -0.11057135377848232 False
A15_1.json Displaced_A15 45 1 -1.162347 -0.755975 0.017657 -1.2775095574158715 -0.8026814275374399 0.010909127552106015 False
A15_1.json Displaced_A15 46 1 0.024319 -0.640279 -0.524219 0.05347886039900158 -0.6243564451401865 -0.6615124607859044 False
A15_1.json Displaced_A15 47 1 -0.64714 0.462493 1.495007 -0.970054725000691 0.414630806029711 0.5159306276848018 False
A15_1.json Displaced_A15 48 1 0.221614 -0.134477 -0.661187 0.061892519891817974 -0.31611624731842924 -0.3035303185726544 False
A15_1.json Displaced_A15 49 1 0.476568 -0.381016 0.980462 0.5780568212993912 -0.3934354041891889 1.171445606324752 False
A15_1.json Displaced_A15 50 1 0.001297 0.120229 0.191712 -0.14192529264978168 0.31605112099297145 0.1861218540001094 False
A15_1.json Displaced_A15 51 1 0.708615 0.289977 -0.158132 0.33647313819481206 0.5997406670137575 -0.3240577922187078 False
A15_1.json Displaced_A15 52 1 -1.974177 0.710669 -0.438506 -1.0195082017840087 0.9078624982360448 -0.6460237614277824 False
A15_1.json Displaced_A15 53 1 -0.426712 -1.619512 -0.55647 -0.7783635918383344 -0.9334364335631545 -0.6221478403086489 False
A15_1.json Displaced_A15 54 1 0.447195 1.282555 0.234867 0.7775547973649283 0.20360672450674763 0.4802125639866498 False
A15_1.json Displaced_A15 55 1 -0.713159 0.045261 0.661323 -1.0122946920341183 -0.019637725320752614 0.6378421948865548 False
A15_1.json Displaced_A15 56 1 -0.124682 0.621019 0.504493 -0.21472687543054314 0.6244952172425893 0.5701806344229666 False
A15_1.json Displaced_A15 57 1 1.047955 -1.01859 -0.083156 0.9704719896399563 -0.9187873387893261 -0.26010817947005693 False
A15_1.json Displaced_A15 58 1 -0.089305 -0.92943 0.174588 -0.025829797125192937 -1.1127727785872041 0.2803557359852622 False
A15_1.json Displaced_A15 59 1 1.109411 0.43459 0.232028 0.2157430146501712 0.5124475347674274 0.2984761910769374 False
A15_1.json Displaced_A15 60 1 -0.279333 -0.594174 0.435718 0.04206010644613818 -0.7757122090826424 0.6195773111316869 False
A15_1.json Displaced_A15 61 1 0.25952 0.675178 -0.659935 0.3904984463915694 0.2913811515857219 -0.6223448232716364 False
A15_1.json Displaced_A15 62 1 -0.174466 -0.148032 0.732729 -0.2545728224913597 -0.1819611758131508 1.0060025192390873 False
A15_1.json Displaced_A15 63 1 -0.405756 0.105152 -0.448951 -0.4395411832223851 0.02243506524851586 -0.3369771332946693 False
A15_1.json Displaced_A15 64 1 0.232414 0.496659 0.293761 0.615246998612639 0.9101700790335372 -0.314111025879989 False
A15_3.json Displaced_A15 1 1 0.114704 0.911029 0.002417 0.06395351811178114 0.9741218953333004 0.15410434489400776 False
A15_3.json Displaced_A15 2 1 -1.312269 -0.768934 0.192601 -1.4545757433462043 -0.8121753241523761 0.17311742652624001 False
A15_3.json Displaced_A15 3 1 -0.549542 -0.385376 -0.090451 0.05559543361363534 -0.5979883485954725 -0.4036136344615627 False
A15_3.json Displaced_A15 4 1 1.338111 0.432571 -0.522326 0.6656320057041779 0.9016813466239155 -0.9771077262914628 False
A15_3.json Displaced_A15 5 1 0.526452 0.497736 0.118023 0.9601323138962522 0.20936555038793697 0.057315445499910064 False
A15_3.json Displaced_A15 6 1 0.027974 -0.098405 0.015828 -0.043235116431066783 0.08458015513673 0.23668862097063564 False
A15_3.json Displaced_A15 7 1 -0.204416 -0.141407 -1.100083 -0.18209695508818063 -0.12828917233269263 -0.29231697789680977 False
A15_3.json Displaced_A15 8 1 0.552837 -0.178236 0.473214 0.757090517441316 -0.4215064486847825 0.2261392051236579 False
A15_3.json Displaced_A15 9 1 0.576453 0.970244 -0.579639 0.8316974191914863 1.2695966334319437 -0.8344098658908474 False
A15_3.json Displaced_A15 10 1 0.902337 0.559648 1.080475 0.9689568319067585 0.6605072686474587 1.0410708437585439 False
A15_3.json Displaced_A15 11 1 -2.02583 -0.335157 -0.878841 -0.8893971480698915 -0.7809155503947749 -1.131658471132154 False
A15_3.json Displaced_A15 12 1 1.514389 -0.315085 -0.524943 0.6510599949787089 -0.7652641789078601 -0.4960023820333507 False
A15_3.json Displaced_A15 13 1 -0.26237 -1.230172 0.420769 -0.41034766663096267 -0.8505880158716498 0.728070813696259 False
A15_3.json Displaced_A15 14 1 0.464892 1.262082 -0.270578 0.6416195115280561 0.6525993745725778 -0.3552188867109832 False
A15_3.json Displaced_A15 15 1 0.167236 -0.202524 -1.058609 0.3481803406696955 -0.589002229322244 -1.1005118950438109 False
A15_3.json Displaced_A15 16 1 0.185425 0.426977 0.087026 0.1433375471430808 1.0555653856609104 -0.06355381126078427 False
A15_3.json Displaced_A15 17 1 0.605017 -0.422613 0.786988 0.5537969849048541 -0.6046132358169175 0.8108099251334284 False
A15_3.json Displaced_A15 18 1 -0.16284 0.53844 -0.654288 -0.32839634092112646 0.6461191175086928 -0.9367755782446403 False
A15_3.json Displaced_A15 19 1 -1.21314 -0.180661 0.475699 -0.4675622754718506 -0.17562511218231025 0.4300842639678515 False
A15_3.json Displaced_A15 20 1 0.693466 0.102031 0.668128 0.18927917791624743 0.2860601672494163 0.8096459949675109 False
A15_3.json Displaced_A15 21 1 -0.152823 0.384734 -0.111952 -0.4496649491049346 0.0762025600436585 -0.1248259517413331 False
A15_3.json Displaced_A15 22 1 0.291126 -0.868362 0.393931 0.3947950477049093 -0.5393673091082091 0.4581277285407257 False
